,Epsilon,Gaussian Dist. - Simpson 1/3,Lorentzian Dist. - Simpson 1/3,Gaussian Dist. - Gauss-Hermite,Lorentzian Dist. - Gauss-Hermite
0,0.2,1.0000000000000002,0.9365489651387632,0.9993895659675356,0.9514693979820332
1,0.1,0.9999999999999986,0.9681954974875792,0.7353506299866388,0.7570629143137835
2,0.05,0.999999999999996,0.984087820175914,0.03767003775857978,0.4607697611343138
3,0.025,0.9999999999999998,0.9920426652930285,3.243477222385152e-08,0.24443759013975228
4,0.0125,1.0,0.995984856908725,2.2283328001081422e-33,0.12414040102666181
